name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
The Greatest Showman,PG,Biography,2017,"December 20, 2017 (United States)",7.6,251000.0,Michael Gracey,Jenny Bicks,Hugh Jackman,United States,84000000.0,438006904.0,Bona Film Group,105.0
Two Weeks Notice,PG-13,Comedy,2002,"December 20, 2002 (United States)",6.1,111000.0,Marc Lawrence,Marc Lawrence,Sandra Bullock,United States,60000000.0,199043471.0,Castle Rock Entertainment,101.0
The Game,R,Drama,1997,"September 12, 1997 (United States)",7.8,361000.0,David Fincher,John Brancato,Michael Douglas,United States,50000000.0,109423648.0,Polygram Filmed Entertainment,129.0
Any Which Way You Can,PG,Action,1980,"December 17, 1980 (United States)",6.1,18000.0,Buddy Van Horn,Stanford Sherman,Clint Eastwood,United States,15000000.0,70687344.0,The Malpaso Company,116.0
Princess Caraboo,PG,Comedy,1994,"September 16, 1994 (United States)",6.0,2500.0,Michael Austin,Michael Austin,Phoebe Cates,United Kingdom,,3062530.0,Ardican Films,97.0
The Hummingbird Project,R,Drama,2018,"March 22, 2019 (Canada)",6.2,13000.0,Kim Nguyen,Kim Nguyen,Jesse Eisenberg,Canada,,878199.0,Item 7,111.0
Monsters University,G,Animation,2013,"June 21, 2013 (United States)",7.2,332000.0,Dan Scanlon,Dan Scanlon,Billy Crystal,United States,200000000.0,743559645.0,Walt Disney Pictures,104.0
The Next Three Days,PG-13,Action,2010,"November 19, 2010 (United States)",7.3,189000.0,Paul Haggis,Paul Haggis,Russell Crowe,United States,30000000.0,67448651.0,Lionsgate,133.0
Clown,R,Horror,2014,"June 17, 2016 (United States)",5.7,23000.0,Jon Watts,Christopher Ford,Andy Powers,United States,1500000.0,4381603.0,Cross Creek Pictures,100.0
9½ Weeks,R,Drama,1986,"February 21, 1986 (United States)",6.0,39000.0,Adrian Lyne,Elizabeth McNeill,Mickey Rourke,United States,17000000.0,6735922.0,Producers Sales Organization (PSO),117.0
Land of the Lost,PG-13,Action,2009,"June 5, 2009 (United States)",5.3,68000.0,Brad Silberling,Chris Henchy,Will Ferrell,United States,100000000.0,68777554.0,Universal Pictures,102.0
Soldier,R,Action,1998,"October 23, 1998 (United States)",6.0,53000.0,Paul W.S. Anderson,David Webb Peoples,Kurt Russell,United States,60000000.0,14594226.0,Warner Bros.,99.0
Cry Freedom,PG,Biography,1987,"November 6, 1987 (United States)",7.4,13000.0,Richard Attenborough,John Briley,Denzel Washington,United Kingdom,29000000.0,5899797.0,Universal Pictures,157.0
Vampire Academy,PG-13,Action,2014,"February 7, 2014 (United States)",5.5,53000.0,Mark Waters,Richelle Mead,Zoey Deutch,United States,30000000.0,15642346.0,Angry Films,104.0
Batla House,Not Rated,Action,2019,"August 15, 2019 (United States)",7.2,10000.0,Nikkhil Advani,Ritesh Shah,Mrunal Thakur,India,,13098981.0,Bake My Cake Films,146.0
Pathology,R,Crime,2008,"April 11, 2008 (United Kingdom)",6.0,32000.0,Marc Schölermann,Mark Neveldine,Alyssa Milano,United States,8000000.0,3234706.0,Metro-Goldwyn-Mayer (MGM),95.0
Heartbreakers,R,Drama,1984,"September 28, 1984 (United States)",5.9,456.0,Bobby Roth,Bobby Roth,Peter Coyote,United States,,148750.0,Jethro Films Production,98.0
The Unbelievable Truth,R,Comedy,1989,"November 8, 1990 (Australia)",7.3,5000.0,Hal Hartley,Hal Hartley,Adrienne Shelly,United States,75000.0,,Action Features,90.0
Fantasia 2000,G,Animation,1999,"June 16, 2000 (United States)",7.2,36000.0,Directors,Eric Goldberg,James Levine,United States,80000000.0,90874570.0,Walt Disney Pictures,75.0
Biggles: Adventures in Time,PG,Adventure,1986,"January 29, 1988 (United States)",5.7,2800.0,John Hough,W.E. Johns,Neil Dickson,United Kingdom,,,Compact Yellowbill,108.0
Hustlers,R,Comedy,2019,"September 13, 2019 (United States)",6.3,89000.0,Lorene Scafaria,Lorene Scafaria,Constance Wu,United States,20000000.0,157563598.0,Annapurna Pictures,110.0
Absence of Malice,PG,Drama,1981,"December 18, 1981 (United States)",6.9,12000.0,Sydney Pollack,Kurt Luedtke,Paul Newman,United States,12000000.0,40716963.0,Columbia Pictures,116.0
Upstream Color,Not Rated,Drama,2013,"August 30, 2013 (United Kingdom)",6.7,32000.0,Shane Carruth,Shane Carruth,Amy Seimetz,United States,50000.0,587174.0,erbp,96.0
Poltergeist II: the Other Side,PG-13,Horror,1986,"May 23, 1986 (United States)",5.7,26000.0,Brian Gibson,Mark Victor,JoBeth Williams,United States,19000000.0,40996665.0,Freddie Fields Productions,91.0
A Goofy Movie,G,Animation,1995,"April 7, 1995 (United States)",6.9,48000.0,Kevin Lima,Jymn Magon,Bill Farmer,United States,18000000.0,35348597.0,Walt Disney Pictures,78.0
Vanilla Sky,R,Fantasy,2001,"December 14, 2001 (United States)",6.9,253000.0,Cameron Crowe,Alejandro Amenábar,Tom Cruise,United States,68000000.0,203388341.0,Paramount Pictures,136.0
Catch That Kid,PG,Action,2004,"February 6, 2004 (United States)",5.2,9800.0,Bart Freundlich,Nikolaj Arcel,Kristen Stewart,United States,12000000.0,16951702.0,Fox 2000 Pictures,91.0
The Martian,PG-13,Adventure,2015,"October 2, 2015 (United States)",8.0,783000.0,Ridley Scott,Drew Goddard,Matt Damon,United Kingdom,108000000.0,630162448.0,Twentieth Century Fox,144.0
Anger Management,PG-13,Comedy,2003,"April 11, 2003 (United States)",6.2,207000.0,Peter Segal,David Dorfman,Jack Nicholson,United States,75000000.0,195745823.0,Revolution Studios,106.0
"I Love You, Man",R,Comedy,2009,"March 20, 2009 (United States)",7.0,197000.0,John Hamburg,John Hamburg,Paul Rudd,United States,40000000.0,91980359.0,Dreamworks Pictures,105.0
Ender's Game,PG-13,Action,2013,"November 1, 2013 (United States)",6.6,228000.0,Gavin Hood,Gavin Hood,Harrison Ford,United States,110000000.0,125544024.0,Summit Entertainment,114.0
Marked for Death,R,Action,1990,"October 5, 1990 (United States)",6.0,21000.0,Dwight H. Little,Michael Grais,Steven Seagal,United States,12000000.0,57968936.0,Victor & Grais,93.0
Splash,PG,Comedy,1984,"March 9, 1984 (United States)",6.3,71000.0,Ron Howard,Brian Grazer,Tom Hanks,United States,8000000.0,69821334.0,Touchstone Pictures,111.0
Passion Play,R,Drama,2010,"July 2, 2011 (Taiwan)",4.6,7400.0,Mitch Glazer,Mitch Glazer,Mickey Rourke,United States,8000000.0,25603.0,Annapurna Productions,94.0
The Karate Kid Part II,PG,Action,1986,"June 20, 1986 (United States)",6.1,82000.0,John G. Avildsen,Robert Mark Kamen,Pat Morita,United States,,115103979.0,Columbia Pictures,113.0
Cat People,R,Fantasy,1982,"April 2, 1982 (United States)",6.2,20000.0,Paul Schrader,DeWitt Bodeen,Nastassja Kinski,United States,18000000.0,7000000.0,RKO Pictures,118.0
Gifted,PG-13,Drama,2017,"April 12, 2017 (United States)",7.6,105000.0,Marc Webb,Tom Flynn,Chris Evans,United States,7000000.0,43069254.0,Dayday Films,101.0
The Disaster Artist,R,Biography,2017,"December 8, 2017 (United States)",7.4,143000.0,James Franco,Scott Neustadter,James Franco,United States,10000000.0,29820616.0,Good Universe,104.0
National Lampoon's European Vacation,PG-13,Adventure,1985,"July 26, 1985 (United States)",6.2,60000.0,Amy Heckerling,John Hughes,Chevy Chase,United States,17000000.0,49364621.0,National Lampoon,95.0
Fantastic Mr. Fox,PG,Animation,2009,"November 25, 2009 (United States)",7.9,208000.0,Wes Anderson,Roald Dahl,George Clooney,United States,40000000.0,46474181.0,Twentieth Century Fox,87.0
The Switch,PG-13,Comedy,2010,"August 20, 2010 (United States)",6.1,100000.0,Josh Gordon,Jeffrey Eugenides,Jennifer Aniston,United States,19000000.0,49843011.0,Mandate Pictures,101.0
The Experts,PG-13,Comedy,1989,"January 13, 1989 (United States)",4.8,2300.0,Dave Thomas,Steven Greene,John Travolta,Canada,,169203.0,Paramount Pictures,94.0
Little Black Book,PG-13,Comedy,2004,"August 6, 2004 (United States)",5.3,18000.0,Nick Hurran,Melissa Carter,Brittany Murphy,United States,35000000.0,22035509.0,Revolution Studios,107.0
Garfield,PG,Animation,2004,"June 11, 2004 (United States)",5.0,81000.0,Peter Hewitt,Jim Davis,Breckin Meyer,United States,50000000.0,203172417.0,Twentieth Century Fox,80.0
"Jo Jo Dancer, Your Life Is Calling",R,Biography,1986,"May 2, 1986 (United States)",6.4,1600.0,Richard Pryor,Rocco Urbisci,Richard Pryor,United States,14000000.0,18034150.0,Columbia Pictures,97.0
Six Weeks,PG,Drama,1982,"December 17, 1982 (United States)",5.7,818.0,Tony Bill,Fred Mustard Stewart,Dudley Moore,United States,,6668025.0,PolyGram Pictures,107.0
Never Been Kissed,PG-13,Comedy,1999,"April 9, 1999 (United States)",6.1,85000.0,Raja Gosnell,Abby Kohn,Drew Barrymore,United States,25000000.0,84565230.0,Fox 2000 Pictures,107.0
Guilty as Sin,R,Crime,1993,"June 4, 1993 (United States)",5.6,4900.0,Sidney Lumet,Larry Cohen,Rebecca De Mornay,United States,12000000.0,22866222.0,Hollywood Pictures,107.0
The Men's Club,R,Drama,1986,"September 19, 1986 (United States)",4.7,790.0,Peter Medak,Leonard Michaels,David Dukes,United States,,2556361.0,Atlantic Entertainment Group,101.0
No Escape,R,Action,1994,"April 29, 1994 (United States)",6.1,19000.0,Martin Campbell,Richard Herley,Ray Liotta,United States,20000000.0,15339030.0,Columbia Pictures,118.0
The Santa Clause 2,G,Comedy,2002,"November 1, 2002 (United States)",5.7,52000.0,Michael Lembeck,Don Rhymer,Tim Allen,United States,65000000.0,172855065.0,Walt Disney Pictures,104.0
Jack Reacher: Never Go Back,PG-13,Action,2016,"October 21, 2016 (United States)",6.1,144000.0,Edward Zwick,Richard Wenk,Tom Cruise,China,60000000.0,162146076.0,Paramount Pictures,118.0
Free Willy 3: The Rescue,PG,Adventure,1997,"August 8, 1997 (United States)",4.8,9500.0,Sam Pillsbury,Keith Walker,Jason James Richter,United States,,3446539.0,Warner Bros. Family Entertainment,86.0
Mo' Money,R,Action,1992,"July 24, 1992 (United States)",5.5,7200.0,Peter MacDonald,Damon Wayans,Damon Wayans,United States,10000000.0,40227006.0,Columbia Pictures,89.0
Tarzan,G,Animation,1999,"June 18, 1999 (United States)",7.3,210000.0,Chris Buck,Tab Murphy,Tony Goldwyn,United States,130000000.0,448191819.0,Walt Disney Pictures,88.0
Stand by Me,R,Adventure,1986,"August 22, 1986 (United States)",8.1,374000.0,Rob Reiner,Stephen King,Wil Wheaton,United States,8000000.0,52287414.0,Columbia Pictures,89.0
Gentlemen Broncos,PG-13,Adventure,2009,"May 27, 2010 (Germany)",6.2,11000.0,Jared Hess,Jared Hess,Michael Angarano,United States,10000000.0,118492.0,Bronco Productions,90.0
Tomorrow Never Dies,PG-13,Action,1997,"December 19, 1997 (United States)",6.5,185000.0,Roger Spottiswoode,Bruce Feirstein,Pierce Brosnan,United Kingdom,110000000.0,333011068.0,Eon Productions,119.0
Lone Survivor,R,Action,2013,"January 10, 2014 (United States)",7.5,272000.0,Peter Berg,Peter Berg,Mark Wahlberg,United States,40000000.0,154802912.0,Film 44,121.0
Friday Night Lights,PG-13,Action,2004,"October 8, 2004 (United States)",7.2,60000.0,Peter Berg,Buzz Bissinger,Billy Bob Thornton,Germany,30000000.0,61950770.0,Universal Pictures,118.0
Snabba Cash,R,Action,2010,"January 15, 2010 (Sweden)",6.7,17000.0,Daniel Espinosa,Daniel Espinosa,Joel Kinnaman,Sweden,,8444544.0,Tre Vänner Produktion AB,124.0
Blue Is the Warmest Colour,NC-17,Drama,2013,"October 9, 2013 (Belgium)",7.7,142000.0,Abdellatif Kechiche,Abdellatif Kechiche,Léa Seydoux,France,,19465835.0,Quat'sous Films,180.0
Hot Tub Time Machine 2,R,Comedy,2015,"February 20, 2015 (United States)",5.1,38000.0,Steve Pink,Josh Heald,Rob Corddry,United States,14000000.0,13081651.0,Paramount Pictures,93.0
Highlander II: The Quickening,R,Action,1991,"November 1, 1991 (United States)",4.2,44000.0,Russell Mulcahy,Gregory Widen,Christopher Lambert,United Kingdom,30000000.0,15556340.0,Davis-Panzer Productions,91.0
Blade II,R,Action,2002,"March 22, 2002 (United States)",6.7,204000.0,Guillermo del Toro,Marv Wolfman,Wesley Snipes,Germany,54000000.0,155010032.0,New Line Cinema,117.0
Undisputed,R,Action,2002,"August 23, 2002 (United States)",6.2,30000.0,Walter Hill,David Giler,Wesley Snipes,United States,20000000.0,14946150.0,A Band Apart,94.0
Blood Work,R,Action,2002,"August 9, 2002 (United States)",6.4,43000.0,Clint Eastwood,Michael Connelly,Clint Eastwood,United States,50000000.0,31794718.0,Malpaso Productions,110.0
Lost & Found,PG-13,Comedy,1999,"April 23, 1999 (United States)",5.1,6200.0,Jeff Pollack,J.B. Cook,David Spade,United States,30000000.0,6552255.0,Alcon Entertainment,100.0
Shooter,R,Action,2007,"March 23, 2007 (United States)",7.2,317000.0,Antoine Fuqua,Jonathan Lemkin,Mark Wahlberg,United States,61000000.0,95696996.0,Paramount Pictures,124.0
Us,R,Horror,2019,"March 22, 2019 (United States)",6.8,247000.0,Jordan Peele,Jordan Peele,Lupita Nyong'o,United States,20000000.0,255184580.0,Monkeypaw Productions,116.0
Zodiac,R,Crime,2007,"March 2, 2007 (United States)",7.7,486000.0,David Fincher,James Vanderbilt,Jake Gyllenhaal,United States,65000000.0,84785914.0,Paramount Pictures,157.0
Experience Preferred... But Not Essential,PG,Drama,1982,"December 22, 1982 (United Kingdom)",7.0,240.0,Peter Duffell,June Roberts,Elizabeth Edmonds,United Kingdom,,,Channel Four Film,80.0
The Ladies Man,R,Comedy,2000,"October 13, 2000 (United States)",5.2,13000.0,Reginald Hudlin,Tim Meadows,Tim Meadows,United States,24000000.0,13743212.0,Broadway Pictures,84.0
Hellboy,R,Action,2019,"April 12, 2019 (United States)",5.2,82000.0,Neil Marshall,Andrew Cosby,David Harbour,United States,50000000.0,55065289.0,Summit Entertainment,120.0
Chaplin,PG-13,Biography,1992,"January 8, 1993 (United States)",7.5,55000.0,Richard Attenborough,David Robinson,Robert Downey Jr.,United Kingdom,31000000.0,9493259.0,Carolco Pictures,143.0
The One,PG-13,Action,2001,"November 2, 2001 (United States)",5.9,89000.0,James Wong,Glen Morgan,Jet Li,United States,49000000.0,74005691.0,Revolution Studios,87.0
1408,PG-13,Fantasy,2007,"June 22, 2007 (United States)",6.8,260000.0,Mikael Håfström,Matt Greenberg,John Cusack,United States,25000000.0,132963417.0,Dimension Films,104.0
Sleeping Beauty,Not Rated,Drama,2011,"December 2, 2011 (United States)",5.3,32000.0,Julia Leigh,Julia Leigh,Emily Browning,Australia,,408680.0,Screen Australia,101.0
Quantum of Solace,PG-13,Action,2008,"November 14, 2008 (United States)",6.6,412000.0,Marc Forster,Paul Haggis,Daniel Craig,United Kingdom,200000000.0,589580482.0,Metro-Goldwyn-Mayer (MGM),106.0
Radio Flyer,PG-13,Drama,1992,"February 21, 1992 (United States)",7.0,13000.0,Richard Donner,David Mickey Evans,Lorraine Bracco,United States,35000000.0,4651977.0,Columbia Pictures,114.0
Werckmeister Harmonies,,Drama,2000,"February 1, 2001 (Hungary)",8.2,13000.0,Béla Tarr,László Krasznahorkai,Lars Rudolph,Hungary,,25461.0,13 Productions,145.0
The King and the Mockingbird,Not Rated,Animation,1980,"March 19, 1980 (France)",7.9,4800.0,Paul Grimault,Hans Christian Andersen,Jean Martin,France,,167451.0,Les Films Paul Grimault,83.0
Leaving Normal,R,Comedy,1992,"April 29, 1992 (United States)",6.6,1300.0,Edward Zwick,Ed Solomon,Christine Lahti,United States,,1514114.0,Mirage Entertainment,110.0
Aimee & Jaguar,Not Rated,Biography,1999,"February 11, 1999 (Germany)",7.2,6200.0,Max Färberböck,Max Färberböck,Maria Schrader,Germany,,927107.0,Senator Film Produktion,125.0
Gymkata,R,Action,1985,"May 3, 1985 (United States)",4.4,3900.0,Robert Clouse,Charles Robert Carner,Kurt Thomas,United States,,5730596.0,Metro-Goldwyn-Mayer (MGM),90.0
The Gunman,R,Action,2015,"March 20, 2015 (United States)",5.8,40000.0,Pierre Morel,Jean-Patrick Manchette,Sean Penn,United States,40000000.0,24177137.0,Open Road Films (II),115.0
Suspect,R,Crime,1987,"October 23, 1987 (United States)",6.6,9600.0,Peter Yates,Eric Roth,Cher,United States,14500000.0,18782400.0,TriStar Pictures,121.0
Mermaids,PG-13,Comedy,1990,"December 14, 1990 (United States)",6.7,30000.0,Richard Benjamin,Patty Dann,Cher,United States,20000000.0,35419397.0,Orion Pictures,110.0
'Round Midnight,R,Drama,1986,"October 3, 1986 (United States)",7.4,4700.0,Bertrand Tavernier,David Rayfiel,Dexter Gordon,United States,,3272593.0,Little Bear,133.0
Celebrity,R,Comedy,1998,"November 20, 1998 (United States)",6.3,25000.0,Woody Allen,Woody Allen,Kenneth Branagh,United States,12000000.0,5078660.0,Sweetland Films,113.0
Set It Off,R,Action,1996,"November 6, 1996 (United States)",6.9,15000.0,F. Gary Gray,Takashi Bufford,Jada Pinkett Smith,United States,9000000.0,41590886.0,New Line Cinema,123.0
Star Trek: Nemesis,PG-13,Action,2002,"December 13, 2002 (United States)",6.4,75000.0,Stuart Baird,Gene Roddenberry,Patrick Stewart,United States,60000000.0,67336470.0,Paramount Pictures,116.0
The Queen,PG-13,Biography,2006,"November 17, 2006 (United States)",7.3,106000.0,Stephen Frears,Peter Morgan,Helen Mirren,United Kingdom,,123384128.0,Pathé Pictures International,103.0
Wedding Crashers,R,Comedy,2005,"July 15, 2005 (United States)",6.9,339000.0,David Dobkin,Steve Faber,Owen Wilson,United States,40000000.0,288467645.0,New Line Cinema,119.0
Avengers: Endgame,PG-13,Action,2019,"April 26, 2019 (United States)",8.4,903000.0,Anthony Russo,Christopher Markus,Robert Downey Jr.,United States,356000000.0,2797501328.0,Marvel Studios,181.0
Kung Fu Panda,PG,Animation,2008,"June 6, 2008 (United States)",7.6,432000.0,Mark Osborne,Jonathan Aibel,Jack Black,United States,130000000.0,631746197.0,DreamWorks Animation,92.0
Unstoppable,PG-13,Action,2010,"November 12, 2010 (United States)",6.8,189000.0,Tony Scott,Mark Bomback,Denzel Washington,United States,100000000.0,167805466.0,Twentieth Century Fox,98.0
Cloak & Dagger,PG,Action,1984,"August 10, 1984 (United States)",6.6,7000.0,Richard Franklin,Tom Holland,Henry Thomas,United States,,,Universal Pictures,101.0
Memories of Me,PG-13,Comedy,1988,"October 7, 1988 (United States)",5.7,994.0,Henry Winkler,Eric Roth,Billy Crystal,United States,12000000.0,3965604.0,Metro-Goldwyn-Mayer (MGM),105.0
Last Dance,R,Drama,1996,"May 3, 1996 (United States)",5.7,4000.0,Bruce Beresford,Steven Haft,Sharon Stone,United States,,5939449.0,Touchstone Pictures,103.0
Irreconcilable Differences,PG,Comedy,1984,"September 28, 1984 (United States)",5.8,2900.0,Charles Shyer,Nancy Meyers,Ryan O'Neal,United States,6000000.0,12414210.0,Hemdale,113.0
The Goldfinch,R,Drama,2019,"September 13, 2019 (United States)",6.3,19000.0,John Crowley,Peter Straughan,Oakes Fegley,United States,45000000.0,9932621.0,Amazon Studios,149.0
Vamp,R,Comedy,1986,"July 18, 1986 (United States)",5.9,5100.0,Richard Wenk,Donald P. Borchers,Chris Makepeace,United States,3300000.0,4941117.0,New World Pictures,93.0
The Infiltrator,R,Biography,2016,"July 13, 2016 (United States)",7.0,71000.0,Brad Furman,Ellen Furman,Bryan Cranston,United Kingdom,28000000.0,21011110.0,George Films,127.0
Jawbreaker,R,Comedy,1999,"February 19, 1999 (United States)",5.6,25000.0,Darren Stein,Darren Stein,Rose McGowan,United States,3500000.0,3117085.0,Crossroads Films,87.0
Sanam Teri Kasam,Not Rated,Drama,2016,"February 5, 2016 (India)",7.5,11000.0,Radhika Rao,Radhika Rao,Harshvardhan Rane,India,,1386707.0,Jhoom Jhoom Productions,154.0
Nobody Knows,PG-13,Drama,2004,"October 21, 2004 (Hong Kong)",8.1,26000.0,Hirokazu Koreeda,Hirokazu Koreeda,Yûya Yagira,Japan,,2288093.0,Bandai Visual Company,141.0
The White Ribbon,R,Drama,2009,"March 5, 2010 (United States)",7.8,70000.0,Michael Haneke,Michael Haneke,Christian Friedel,Germany,18000000.0,19319671.0,X-Filme Creative Pool,144.0
Storm Boy,PG,Drama,2019,"April 5, 2019 (United States)",6.9,3100.0,Shawn Seet,Justin Monjo,Finn Little,Australia,,4393018.0,Ambience Entertainment,99.0
Vincent & Theo,PG-13,Biography,1990,"November 16, 1990 (United States)",6.9,3700.0,Robert Altman,Julian Mitchell,Tim Roth,France,,2231274.0,Belbo Films,138.0
Dickie Roberts: Former Child Star,PG-13,Comedy,2003,"September 5, 2003 (United States)",5.6,14000.0,Sam Weisman,Fred Wolf,David Spade,United States,17000000.0,23769505.0,Paramount Pictures,98.0
